,classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code_x,operative_from,operative_to,version_number,published_year,last_modified_datetime,awards,employee_rate_type_code_y
3403,92199,BR103490,Annual,81415.0,,,,,coach grade 4,4.0,AD,2021-11-01,2022-06-30,4.0,2021,2023-03-08T07:17:00+00:00,82,AD
3404,3043,BR92210,Weekly,898.47,CR29007,Hourly,23.64,,probationary traveller,1.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,83,AD
3405,87969,BR99869,Hourly,17.73,,,,,under 19 years of age,1.0,JN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,83,JN
3406,3044,BR92211,Weekly,928.2,CR26925,Hourly,24.43,,merchandiser,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,83,AD
3407,3045,BR92212,Weekly,998.3,CR26926,Hourly,26.27,,commercial traveller/advertising sales representative,3.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,83,AD
3408,3046,BR92213,Weekly,944.0,,,,,commercial traveller/advertising sales representative,1.0,AD,2022-07-01,,3.0,2022,2022-12-09T15:18:14+00:00,83,AD
3409,87971,BR99871,Hourly,23.64,,,,,20 years of age,3.0,JN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,83,JN
3410,3048,BR92214,Weekly,914.9,CR26927,Hourly,24.08,,storeworker grade 1—on commencement,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3411,3055,BR92220,Weekly,914.9,CR26933,Hourly,24.08,,wholesale employee level 1—on commencement,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3412,3049,BR92215,Weekly,926.1,CR26928,Hourly,24.37,,storeworker grade 1—after 3 months,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3413,3056,BR92221,Weekly,926.1,CR26934,Hourly,24.37,,wholesale employee level 1—after 3 months,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3414,3050,BR92216,Weekly,936.6,CR26929,Hourly,24.65,,storeworker grade 1—after 12 months,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3415,3057,BR92222,Weekly,936.6,CR26935,Hourly,24.65,,wholesale employee level 1—after 12 months,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3416,3058,BR92223,Weekly,944.9,CR26936,Hourly,24.87,,wholesale employee level 2,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3417,3051,BR92217,Weekly,944.9,CR26930,Hourly,24.87,,storeworker grade 2,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3418,3052,BR92218,Weekly,971.8,CR26931,Hourly,25.57,,storeworker grade 3,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3419,3059,BR92224,Weekly,971.8,CR26937,Hourly,25.57,,wholesale employee level 3,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3420,3060,BR92225,Weekly,1000.5,CR26938,Hourly,26.33,,wholesale employee level 4,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3421,3053,BR92219,Weekly,1000.5,CR26932,Hourly,26.33,,storeworker grade 4,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,84,AD
3422,3138,BR92301,Weekly,2219.1,CR29977,Hourly,28.45,Shiftworkers,crew attendant,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3423,3079,BR92244,Weekly,955.0,CR26957,Hourly,25.13,,crew attendant,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3424,3120,BR92283,Weekly,2246.6,CR29959,Hourly,26.75,Day workers,crew attendant,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3425,3098,BR92263,Weekly,997.8,CR26976,Hourly,26.26,,crew attendant,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3426,3136,BR92299,Weekly,2219.1,CR29975,Hourly,28.45,Shiftworkers,"deckhand, assistant driller",1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3427,3096,BR92261,Weekly,997.8,CR26974,Hourly,26.26,,"deckhand, assistant driller",1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3428,3118,BR92281,Weekly,2246.6,CR29957,Hourly,26.75,Day workers,"deckhand, assistant driller",1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3429,3078,BR92243,Weekly,955.0,CR26956,Hourly,25.13,,assistant driller,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3430,3076,BR92241,Weekly,955.0,CR26954,Hourly,25.13,,dredgehand,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3431,3097,BR92262,Weekly,997.8,CR26975,Hourly,26.26,,"able seaman, deckhand, dredgehand, greaser, firefighter, motorman",1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3432,3137,BR92300,Weekly,2219.1,CR29976,Hourly,28.45,Shiftworkers,"able seaman, deckhand, dredgehand, greaser, firefighter, motorman",1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3433,3119,BR92282,Weekly,2246.6,CR29958,Hourly,26.75,Day workers,"able seaman, deckhand, dredgehand, greaser, firefighter, motorman",1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3434,3099,BR92264,Weekly,997.8,CR26977,Hourly,26.26,,second cook,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,85,AD
3435,3077,BR92242,Weekly,955.0,CR26955,Hourly,25.13,,greaser,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3436,3094,BR92259,Weekly,1022.7,CR26972,Hourly,26.91,,bosun,2.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,85,AD
3437,3132,BR92295,Weekly,2272.8,CR29971,Hourly,29.14,Shiftworkers,assistant pump operator,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3438,3114,BR92277,Weekly,2301.1,CR29953,Hourly,27.39,Day workers,assistant pump operator,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3439,3092,BR92257,Weekly,1022.7,CR26970,Hourly,26.91,,assistant pump operator,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3440,3075,BR92240,Weekly,970.6,CR26953,Hourly,25.54,,third engineer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3441,3133,BR92296,Weekly,2272.8,CR29972,Hourly,29.14,Shiftworkers,"driller, deckhand/driller",2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3442,3115,BR92278,Weekly,2301.1,CR29954,Hourly,27.39,Day workers,"driller, deckhand/driller",2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3443,3093,BR92258,Weekly,1022.7,CR26971,Hourly,26.91,,"driller, deckhand/driller",2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3444,3117,BR92280,Weekly,2301.1,CR29956,Hourly,27.39,Day workers,chief cook,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3445,3095,BR92260,Weekly,1022.7,CR26973,Hourly,26.91,,chief cook,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3446,3135,BR92298,Weekly,2272.8,CR29974,Hourly,29.14,Shiftworkers,chief cook,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3447,3155,BR92315,Annual,66446.0,,,,Minimum salary ,chief cook,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3448,3171,BR92331,Annual,66446.0,CR26990,Annual,49668.0,Aggregate overtime component,chief cook,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3449,3187,BR92347,Annual,66446.0,CR27006,Annual,116114.0,Aggregate annual salary,chief cook,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3450,3113,BR92276,Weekly,2346.3,CR29952,Hourly,27.93,Day workers,launch driver,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3451,10509,BR98565,Weekly,2317.5,CR29970,Hourly,29.71,Shiftworkers,launch driver,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3452,3091,BR92256,Weekly,1043.4,CR26969,Hourly,27.46,,launch driver,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3453,3074,BR92239,Weekly,988.4,CR26952,Hourly,26.01,,driller,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3454,3086,BR92251,Weekly,1076.7,CR26964,Hourly,28.33,,trailer mate,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3455,3126,BR92289,Weekly,2389.4,CR29965,Hourly,30.63,Shiftworkers,trailer mate,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3456,3108,BR92271,Weekly,2419.1,CR29947,Hourly,28.8,Day workers,trailer mate,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3457,3110,BR92273,Weekly,2419.1,CR29949,Hourly,28.8,Day workers,"second engineer, electrical engineer",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3458,3128,BR92291,Weekly,2389.4,CR29967,Hourly,30.63,Shiftworkers,"second engineer, electrical engineer",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3459,3088,BR92253,Weekly,1076.7,CR26966,Hourly,28.33,,"second engineer, electrical engineer",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3460,3087,BR92252,Weekly,1076.7,CR26965,Hourly,28.33,,"tug master, tug engineer",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3461,3127,BR92290,Weekly,2389.4,CR29966,Hourly,30.63,Shiftworkers,"tug master, tug engineer",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3462,3109,BR92272,Weekly,2419.1,CR29948,Hourly,28.8,Day workers,"tug master, tug engineer",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3463,3072,BR92237,Weekly,1015.6,CR26950,Hourly,26.73,,second operator,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3464,3111,BR92274,Weekly,2419.1,CR29950,Hourly,28.8,Day workers,"pump operator, welder, deckhand/welder, dredgehand/welder",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3465,3129,BR92292,Weekly,2389.4,CR29968,Hourly,30.63,Shiftworkers,"pump operator, welder, deckhand/welder, dredgehand/welder",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3466,3089,BR92254,Weekly,1076.7,CR26967,Hourly,28.33,,"pump operator, welder, deckhand/welder, dredgehand/welder",4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3467,3090,BR92255,Weekly,1076.7,CR26968,Hourly,28.33,,bosun/driller,4.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,85,AD
3468,3071,BR92236,Weekly,1015.6,CR26949,Hourly,26.73,,second engineer,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3469,3165,BR92325,Annual,70810.0,CR26984,Annual,52941.0,Aggregate overtime component,second engineer,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3470,3181,BR92341,Annual,70810.0,CR27000,Annual,123751.0,Aggregate annual salary,second engineer,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3471,3149,BR92309,Annual,70810.0,,,,Minimum salary ,second engineer,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3472,3073,BR92238,Weekly,1015.6,CR26951,Hourly,26.73,,leading hand (reclamation),4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3473,3106,BR92269,Weekly,2625.6,CR29945,Hourly,31.26,Day workers,first engineer,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3474,3124,BR92287,Weekly,2593.3,CR29963,Hourly,33.25,Shiftworkers,first engineer,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3475,3084,BR92249,Weekly,1171.1,CR26962,Hourly,30.82,,first engineer,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3476,3063,BR92228,Weekly,1110.4,CR26941,Hourly,29.22,,first engineer,10.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3477,3148,BR92308,Annual,73723.0,,,,Minimum salary ,first engineer,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3478,3164,BR92324,Annual,73723.0,CR26983,Annual,55126.0,Aggregate overtime component,first engineer,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3479,3180,BR92340,Annual,73723.0,CR26999,Annual,128849.0,Aggregate annual salary,first engineer,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3480,3125,BR92288,Weekly,2593.3,CR29964,Hourly,33.25,Shiftworkers,electrical engineer humber river or equivalent,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3481,3107,BR92270,Weekly,2625.6,CR29946,Hourly,31.26,Day workers,electrical engineer humber river or equivalent,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3482,3085,BR92250,Weekly,1171.1,CR26963,Hourly,30.82,,electrical engineer humber river or equivalent,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3483,3082,BR92247,Weekly,1171.1,CR26960,Hourly,30.82,,trailer shift master,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3484,3122,BR92285,Weekly,2593.3,CR29961,Hourly,33.25,Shiftworkers,trailer shift master,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3485,3104,BR92267,Weekly,2625.6,CR29943,Hourly,31.26,Day workers,trailer shift master,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3486,3070,BR92235,Weekly,1038.7,CR26948,Hourly,27.33,,leading driller,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3487,3105,BR92268,Weekly,2625.6,CR29944,Hourly,31.26,Day workers,tug master w.h. reliance or equivalent,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3488,3083,BR92248,Weekly,1171.1,CR26961,Hourly,30.82,,tug master w.h. reliance or equivalent,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3489,3123,BR92286,Weekly,2593.3,CR29962,Hourly,33.25,Shiftworkers,tug master w.h. reliance or equivalent,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3490,3069,BR92234,Weekly,1046.0,CR26947,Hourly,27.53,,electrician,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3491,3102,BR92265,Weekly,2698.8,CR29941,Hourly,32.13,Day workers,trailer master,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3492,91099,BR102816,Weekly,2665.6,CR30000,Hourly,34.17,Shiftworkers,trailer master,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3493,3080,BR92245,Weekly,1204.6,CR26958,Hourly,31.7,,trailer master,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3494,3068,BR92233,Weekly,1049.1,CR26946,Hourly,27.61,,crane operator/mechanical,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3495,3067,BR92232,Weekly,1058.7,CR26945,Hourly,27.86,,mechanical attendant,8.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3496,3065,BR92230,Weekly,1080.1,CR26943,Hourly,28.42,,drilling technician,9.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3497,3064,BR92229,Weekly,1110.4,CR26942,Hourly,29.22,,first operator,10.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3498,3062,BR92227,Weekly,1133.1,CR26940,Hourly,29.82,,chief operator,11.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,85,AD
3499,3233,BR92385,Annual,54666.0,CR27030,Annual,88345.0,Aggregate annual salary,division 1—64 metres or less - integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3500,3201,BR92357,Annual,54666.0,,,,Minimum salary ,division 1—64 metres or less - integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3501,3217,BR92371,Annual,54666.0,CR27016,Annual,33679.0,Aggregate overtime component,division 1—64 metres or less - integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3502,3437,BR92562,Annual,54666.0,,,,Minimum salary ,utility vessels including landing barges - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3503,3452,BR92574,Annual,54666.0,CR27153,Annual,33679.0,Aggregate overtime component,utility vessels including landing barges - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3504,3467,BR92586,Annual,54666.0,CR27165,Annual,88345.0,Aggregate annual salary,utility vessels including landing barges - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3505,3185,BR92345,Annual,63134.0,CR27004,Annual,110318.0,Aggregate annual salary,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3506,3153,BR92313,Annual,63134.0,,,,Minimum salary ,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3507,3254,BR92402,Annual,54666.0,CR27042,Annual,33679.0,Aggregate overtime component,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3508,3259,BR92407,Annual,54666.0,CR27047,Annual,88345.0,Aggregate annual salary,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3509,3249,BR92397,Annual,54666.0,,,,Minimum salary ,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3510,3270,BR92415,Annual,54666.0,CR27051,Annual,33679.0,Aggregate overtime component,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3511,3169,BR92329,Annual,63134.0,CR26988,Annual,47184.0,Aggregate overtime component,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3512,3274,BR92419,Annual,54666.0,CR27055,Annual,88345.0,Aggregate annual salary,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3513,3266,BR92411,Annual,54666.0,,,,Minimum salary ,integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3514,3457,BR92578,Annual,54666.0,CR27157,Annual,33679.0,Aggregate overtime component,mooring assistant/utility vessels - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3515,3472,BR92590,Annual,54666.0,CR27169,Annual,88345.0,Aggregate annual salary,mooring assistant/utility vessels - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3516,3442,BR92566,Annual,54666.0,,,,Minimum salary ,mooring assistant/utility vessels - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3517,3174,BR92334,Annual,63134.0,CR26993,Annual,47184.0,Aggregate overtime component,caterer,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3518,3158,BR92318,Annual,63134.0,,,,Minimum salary ,caterer,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3519,3190,BR92350,Annual,63134.0,CR27009,Annual,110318.0,Aggregate annual salary,caterer,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3520,3225,BR92378,Annual,57860.0,CR27023,Annual,35812.0,Aggregate overtime component,division 2—more than 64 metres - integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3521,3241,BR92392,Annual,57860.0,CR27037,Annual,93672.0,Aggregate annual salary,division 2—more than 64 metres - integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3522,3209,BR92364,Annual,57860.0,,,,Minimum salary ,division 2—more than 64 metres - integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3523,3447,BR92570,Annual,54666.0,CR27149,Annual,33679.0,Aggregate overtime component,mary anne tide or equivalent - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3524,3462,BR92582,Annual,54666.0,CR27161,Annual,88345.0,Aggregate annual salary,mary anne tide or equivalent - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3525,3432,BR92558,Annual,54666.0,,,,Minimum salary ,mary anne tide or equivalent - deckhand/integrated rating,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3526,3172,BR92332,Annual,63134.0,CR26991,Annual,47184.0,Aggregate overtime component,cook,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3527,3156,BR92316,Annual,63134.0,,,,Minimum salary ,cook,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3528,3188,BR92348,Annual,63134.0,CR27007,Annual,110318.0,Aggregate annual salary,cook,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3529,3326,BR92465,Annual,34391.0,CR27067,Annual,20077.0,Aggregate overtime component,semi-submersible - provisional ir—under 18 years,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,JN
3530,3290,BR92431,Annual,34391.0,,,,Minimum salary ,semi-submersible - provisional ir—under 18 years,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,JN
3531,3362,BR92499,Annual,34391.0,CR27101,Annual,54468.0,Aggregate annual salary,semi-submersible - provisional ir—under 18 years,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,JN
3532,3344,BR92482,Annual,34391.0,CR27084,Annual,20077.0,Aggregate overtime component,drill ships - provisional ir—under 18 years,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,JN
3533,3380,BR92516,Annual,34391.0,CR27118,Annual,54468.0,Aggregate annual salary,drill ships - provisional ir—under 18 years,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,JN
3534,3308,BR92448,Annual,34391.0,,,,Minimum salary ,drill ships - provisional ir—under 18 years,1.0,JN,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,JN
3535,3411,BR92544,Annual,33817.0,CR27138,Annual,53507.0,Aggregate annual salary,provisional ir—under 18 years,1.0,JN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,86,JN
3536,3403,BR92536,Annual,33817.0,CR27130,Annual,19690.0,Aggregate overtime component,provisional ir—under 18 years,1.0,JN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,86,JN
3537,3395,BR92528,Annual,33817.0,,,,Minimum salary ,provisional ir—under 18 years,1.0,JN,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,86,JN
3538,3205,BR92360,Annual,68206.0,,,,Minimum salary ,division 2—more than 64 metres - second mate,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3539,3221,BR92374,Annual,68206.0,CR27019,Annual,42722.0,Aggregate overtime component,division 2—more than 64 metres - second mate,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3540,3237,BR92388,Annual,68206.0,CR27033,Annual,110928.0,Aggregate annual salary,division 2—more than 64 metres - second mate,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3541,3151,BR92311,Annual,65432.0,,,,Minimum salary ,deck/communication officer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3542,3167,BR92327,Annual,65432.0,CR26986,Annual,48908.0,Aggregate overtime component,deck/communication officer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3543,3183,BR92343,Annual,65432.0,CR27002,Annual,114340.0,Aggregate annual salary,deck/communication officer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3544,3229,BR92381,Annual,64336.0,CR27026,Annual,104473.0,Aggregate annual salary,division 1—64 metres or less - second mate,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3545,3213,BR92367,Annual,64336.0,CR27012,Annual,40137.0,Aggregate overtime component,division 1—64 metres or less - second mate,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3546,3197,BR92353,Annual,64336.0,,,,Minimum salary ,division 1—64 metres or less - second mate,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3547,3253,BR92401,Annual,60471.0,CR27041,Annual,37555.0,Aggregate overtime component,second mate/second engineer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3548,3258,BR92406,Annual,60471.0,CR27046,Annual,98026.0,Aggregate annual salary,second mate/second engineer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3549,3248,BR92396,Annual,60471.0,,,,Minimum salary ,second mate/second engineer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3550,3248,BR92396,Annual,60471.0,,,,Minimum salary ,second mate/second engineer,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
3551,3391,BR92524,Annual,70555.0,,,,Minimum salary ,second mate/second engineer,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,86,AD
